CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Putri Wahyuni,31,belum menikah,135871,laki-laki,2,1,Post-graduate,management,tidak memiliki rumah sendiri,0
Indra Anggraini,64,belum menikah,42181,laki-laki,4,1,Post-graduate,sales,tidak memiliki rumah sendiri,0
Dewi Susanto,69,sudah menikah,83422,laki-laki,2,2,S2,management,tidak memiliki rumah sendiri,0
Taufik Hakim,34,sudah menikah,24790,laki-laki,3,5,S2,sales,tidak memiliki rumah sendiri,2
Vina Fauzan,21,belum menikah,72259,perempuan,1,3,S3,unskilled manual work,tidak memiliki rumah sendiri,0
Zainab Wijaya,36,belum menikah,143410,perempuan,1,0,SMA,clerical work,tidak memiliki rumah sendiri,3
Putri Pratama,44,sudah menikah,55218,laki-laki,5,0,Post-graduate,clerical work,memiliki rumah sendiri,0
Kartini Mahendra,56,sudah menikah,135916,perempuan,4,0,S3,management,tidak memiliki rumah sendiri,2
Gita Wijaya,38,sudah menikah,21898,perempuan,3,0,Post-graduate,clerical work,tidak memiliki rumah sendiri,2
Agus Rachman,52,belum menikah,81864,laki-laki,4,1,SMA,management,tidak memiliki rumah sendiri,2
Joko Utomo,45,sudah menikah,85041,perempuan,3,0,SMA,sales,tidak memiliki rumah sendiri,3
Yusuf Mahendra,58,sudah menikah,149334,laki-laki,3,0,S2,sales,tidak memiliki rumah sendiri,3
Vina Mahendra,46,sudah menikah,96763,laki-laki,3,1,SMA,professional,memiliki rumah sendiri,0
Usman Utomo,44,belum menikah,110776,laki-laki,4,1,Post-graduate,sales,memiliki rumah sendiri,1
Taufik Susanto,69,belum menikah,52309,perempuan,5,0,Post-graduate,clerical work,tidak memiliki rumah sendiri,0
Vina Muliawan,52,sudah menikah,118806,perempuan,1,0,S1,sales,memiliki rumah sendiri,1
Taufik Pratama,62,sudah menikah,39477,laki-laki,5,0,S1,unskilled manual work,tidak memiliki rumah sendiri,2
Dewi Fauzan,50,belum menikah,52198,perempuan,4,2,S2,unskilled manual work,memiliki rumah sendiri,3
Cahyadi Mahendra,29,sudah menikah,148388,perempuan,5,0,SMA,professional,memiliki rumah sendiri,3
Nina Saputra,18,sudah menikah,130976,laki-laki,4,3,S2,sales,memiliki rumah sendiri,1
Vina Hidayat,21,belum menikah,84357,laki-laki,3,0,S2,sales,memiliki rumah sendiri,0
Cahyadi Anggraini,48,sudah menikah,55871,perempuan,5,0,Post-graduate,sales,tidak memiliki rumah sendiri,1
Gita Susanto,18,sudah menikah,62083,perempuan,1,0,S3,professional,tidak memiliki rumah sendiri,3
Joko Rachman,56,belum menikah,66644,perempuan,5,3,S3,skilled manual work,memiliki rumah sendiri,3
Zainab Purnomo,45,belum menikah,46384,perempuan,1,0,S3,skilled manual work,tidak memiliki rumah sendiri,2
Eko Wijaya,54,belum menikah,141731,laki-laki,2,4,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Fitri Hakim,53,belum menikah,30327,perempuan,2,1,S3,clerical work,tidak memiliki rumah sendiri,0
Indra Putra,44,sudah menikah,24824,laki-laki,4,3,S2,unskilled manual work,memiliki rumah sendiri,1
Gita Setiawan,66,sudah menikah,40405,perempuan,5,0,SMA,skilled manual work,tidak memiliki rumah sendiri,1
Yusuf Mahendra,36,sudah menikah,127751,perempuan,4,1,SMA,management,tidak memiliki rumah sendiri,2
Kartini Utomo,21,belum menikah,41626,laki-laki,1,0,S2,sales,tidak memiliki rumah sendiri,0
Agus Purnomo,35,belum menikah,117736,laki-laki,4,2,S3,management,tidak memiliki rumah sendiri,2
Rizki Wibowo,23,sudah menikah,21302,perempuan,4,0,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,2
Cahyadi Mahendra,26,belum menikah,141482,perempuan,4,1,S1,sales,tidak memiliki rumah sendiri,2
Kartini Haryanto,67,belum menikah,34733,laki-laki,1,3,S3,skilled manual work,tidak memiliki rumah sendiri,0
Siti Muliawan,50,sudah menikah,89906,perempuan,0,3,S2,sales,memiliki rumah sendiri,0
Yusuf Pratama,65,sudah menikah,47959,perempuan,0,0,S2,clerical work,memiliki rumah sendiri,0
Dewi Wahyuni,18,sudah menikah,36482,perempuan,4,1,S2,clerical work,memiliki rumah sendiri,0
Rizki Rachman,61,sudah menikah,135834,perempuan,3,0,S3,management,tidak memiliki rumah sendiri,1
Gita Muliawan,69,belum menikah,45183,laki-laki,4,0,S3,professional,tidak memiliki rumah sendiri,0
Lina Setiawan,49,sudah menikah,73312,laki-laki,0,0,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Gita Hakim,27,belum menikah,124130,laki-laki,0,0,SMA,skilled manual work,memiliki rumah sendiri,2
Vina Muliawan,24,belum menikah,126526,perempuan,3,3,S3,management,tidak memiliki rumah sendiri,1
Gita Pratama,54,sudah menikah,33081,perempuan,3,2,S1,sales,memiliki rumah sendiri,0
Kartini Anggraini,18,sudah menikah,108810,perempuan,1,1,S2,skilled manual work,memiliki rumah sendiri,1
Zainab Sari,50,sudah menikah,44238,laki-laki,1,5,S3,unskilled manual work,memiliki rumah sendiri,1
Kartini Anggraini,68,sudah menikah,47318,perempuan,5,2,SMA,professional,tidak memiliki rumah sendiri,1
Taufik Hidayat,53,sudah menikah,84111,laki-laki,4,1,S2,management,tidak memiliki rumah sendiri,0
Maya Haryanto,40,belum menikah,81926,perempuan,3,1,Post-graduate,clerical work,tidak memiliki rumah sendiri,0
Maya Fauzan,61,belum menikah,50388,perempuan,0,1,S2,management,tidak memiliki rumah sendiri,2
Hadi Hakim,65,sudah menikah,20100,perempuan,0,2,Post-graduate,professional,memiliki rumah sendiri,3
Gita Saputra,68,sudah menikah,118033,laki-laki,3,5,S2,professional,memiliki rumah sendiri,1
Yusuf Haryanto,18,sudah menikah,89287,laki-laki,1,4,SMA,management,tidak memiliki rumah sendiri,1
Indra Wibowo,69,belum menikah,59285,perempuan,4,3,S3,professional,memiliki rumah sendiri,2
Joko Setiawan,18,sudah menikah,110580,perempuan,1,1,S1,professional,memiliki rumah sendiri,3
Budi Hakim,29,sudah menikah,107160,perempuan,4,1,S3,clerical work,tidak memiliki rumah sendiri,3
Vina Muliawan,23,sudah menikah,121154,laki-laki,5,0,SMA,clerical work,memiliki rumah sendiri,1
Gita Wijaya,29,belum menikah,80994,laki-laki,3,1,SMA,sales,memiliki rumah sendiri,2
Kartini Susanto,42,sudah menikah,46518,perempuan,0,1,S1,skilled manual work,tidak memiliki rumah sendiri,1
Gita Setiawan,49,belum menikah,63552,perempuan,2,1,Post-graduate,management,memiliki rumah sendiri,3
Eko Sari,33,sudah menikah,32691,laki-laki,3,0,S3,clerical work,tidak memiliki rumah sendiri,1
Agus Mahendra,59,sudah menikah,77311,laki-laki,3,0,S2,clerical work,tidak memiliki rumah sendiri,2
Siti Wibowo,57,belum menikah,36984,laki-laki,3,0,S1,sales,memiliki rumah sendiri,3
Maya Hakim,52,belum menikah,129572,perempuan,1,2,Post-graduate,clerical work,tidak memiliki rumah sendiri,0
Putri Fauzan,29,belum menikah,134236,laki-laki,4,0,S3,management,tidak memiliki rumah sendiri,1
Vina Purnomo,37,belum menikah,83427,laki-laki,2,0,S1,sales,tidak memiliki rumah sendiri,3
Hadi Purnomo,54,sudah menikah,93032,laki-laki,0,1,S2,sales,tidak memiliki rumah sendiri,1
Agus Mahendra,42,sudah menikah,27945,laki-laki,3,0,S2,sales,memiliki rumah sendiri,1
Rizki Purnomo,48,sudah menikah,116017,laki-laki,4,0,S3,skilled manual work,memiliki rumah sendiri,2
Yusuf Setiawan,24,belum menikah,124765,perempuan,2,1,Post-graduate,management,memiliki rumah sendiri,0
Yusuf Fauzan,47,belum menikah,129119,laki-laki,5,1,Post-graduate,professional,tidak memiliki rumah sendiri,0
Maya Saputra,21,belum menikah,149909,perempuan,4,2,S3,sales,memiliki rumah sendiri,3
Hadi Mahendra,23,belum menikah,63886,perempuan,4,0,Post-graduate,unskilled manual work,memiliki rumah sendiri,2
Usman Setiawan,62,sudah menikah,118475,perempuan,1,1,S1,clerical work,memiliki rumah sendiri,0
Eko Hakim,69,sudah menikah,42628,laki-laki,1,2,Post-graduate,unskilled manual work,memiliki rumah sendiri,0
Maya Setiawan,21,belum menikah,65380,laki-laki,2,3,S3,management,memiliki rumah sendiri,0
Dewi Haryanto,58,belum menikah,49861,perempuan,1,4,Post-graduate,sales,memiliki rumah sendiri,0
Cahyadi Setiawan,43,sudah menikah,30762,perempuan,3,0,S1,professional,memiliki rumah sendiri,0
Vina Hidayat,57,belum menikah,23125,laki-laki,4,0,S1,clerical work,memiliki rumah sendiri,3
Indra Utomo,43,sudah menikah,56497,laki-laki,5,2,S1,professional,memiliki rumah sendiri,0
Rizki Anggraini,42,sudah menikah,98477,perempuan,5,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,3
Kartini Saputra,59,sudah menikah,50924,laki-laki,2,4,SMA,skilled manual work,tidak memiliki rumah sendiri,2
Putri Purnomo,33,belum menikah,125759,laki-laki,1,4,S2,management,tidak memiliki rumah sendiri,0
Zainab Setiawan,41,sudah menikah,79621,perempuan,1,0,S2,unskilled manual work,memiliki rumah sendiri,1
Vina Wijaya,59,belum menikah,98960,perempuan,1,0,S1,sales,memiliki rumah sendiri,2
Maya Sari,26,sudah menikah,116861,laki-laki,3,0,S1,management,tidak memiliki rumah sendiri,2
Zainab Wahyuni,20,sudah menikah,53014,perempuan,2,1,SMA,professional,memiliki rumah sendiri,2
Usman Sari,34,sudah menikah,29276,perempuan,3,0,SMA,management,memiliki rumah sendiri,3
Usman Muliawan,46,belum menikah,118418,perempuan,1,3,Post-graduate,sales,tidak memiliki rumah sendiri,0
Zainab Utomo,19,sudah menikah,149027,perempuan,3,0,S1,professional,memiliki rumah sendiri,1
Budi Rachman,54,sudah menikah,80425,perempuan,3,2,S2,skilled manual work,tidak memiliki rumah sendiri,1
Eko Mahendra,31,sudah menikah,23555,laki-laki,5,0,S3,professional,memiliki rumah sendiri,2
Eko Hidayat,47,sudah menikah,106078,laki-laki,5,4,S3,skilled manual work,memiliki rumah sendiri,0
Putri Santoso,67,sudah menikah,129963,laki-laki,4,1,S1,professional,tidak memiliki rumah sendiri,2
Indra Utomo,59,sudah menikah,92757,laki-laki,3,0,S2,skilled manual work,memiliki rumah sendiri,1
Putri Haryanto,31,sudah menikah,72964,perempuan,5,0,SMA,management,memiliki rumah sendiri,3
Fitri Anggraini,59,sudah menikah,135038,perempuan,5,3,S2,skilled manual work,memiliki rumah sendiri,3
Dewi Saputra,46,sudah menikah,80933,laki-laki,0,0,S2,professional,memiliki rumah sendiri,0
Rizki Wijaya,46,sudah menikah,36310,perempuan,4,0,S3,sales,tidak memiliki rumah sendiri,3
Zainab Muliawan,21,belum menikah,118174,laki-laki,0,0,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,0
Fitri Putra,53,sudah menikah,99407,perempuan,3,0,S3,professional,memiliki rumah sendiri,0
Nina Santoso,27,sudah menikah,145339,perempuan,5,0,SMA,unskilled manual work,memiliki rumah sendiri,2
Agus Susanto,27,sudah menikah,33906,perempuan,3,2,S3,sales,tidak memiliki rumah sendiri,0
Vina Putra,33,belum menikah,105943,laki-laki,2,1,Post-graduate,clerical work,memiliki rumah sendiri,0
Putri Mahendra,36,sudah menikah,87827,perempuan,1,1,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,0
Agus Susanto,20,sudah menikah,94134,perempuan,3,2,SMA,clerical work,memiliki rumah sendiri,0
Budi Putra,37,belum menikah,25804,laki-laki,3,2,Post-graduate,professional,tidak memiliki rumah sendiri,1
Maya Susanto,69,sudah menikah,30058,perempuan,1,1,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,2
Budi Santoso,37,belum menikah,124700,perempuan,1,1,S2,skilled manual work,memiliki rumah sendiri,0
Agus Muliawan,36,sudah menikah,26263,perempuan,0,1,S2,clerical work,tidak memiliki rumah sendiri,0
Maya Purnomo,66,belum menikah,119446,perempuan,5,2,S3,sales,tidak memiliki rumah sendiri,2
Usman Haryanto,51,sudah menikah,64482,laki-laki,3,0,S1,sales,tidak memiliki rumah sendiri,2
Siti Fauzan,39,sudah menikah,147138,perempuan,1,1,Post-graduate,clerical work,memiliki rumah sendiri,3
Taufik Hidayat,22,sudah menikah,38663,perempuan,4,0,SMA,professional,memiliki rumah sendiri,2
Kartini Fauzan,64,belum menikah,44831,perempuan,4,2,S3,professional,tidak memiliki rumah sendiri,1
Usman Saputra,46,sudah menikah,125737,perempuan,5,0,S1,professional,tidak memiliki rumah sendiri,2
Vina Wijaya,40,belum menikah,131029,laki-laki,0,0,S2,professional,memiliki rumah sendiri,0
Budi Rachman,20,sudah menikah,138924,laki-laki,3,1,Post-graduate,clerical work,memiliki rumah sendiri,2
Agus Purnomo,20,belum menikah,141044,laki-laki,1,2,Post-graduate,unskilled manual work,memiliki rumah sendiri,1
Cahyadi Pratama,30,sudah menikah,25737,perempuan,2,0,S3,unskilled manual work,tidak memiliki rumah sendiri,2
Taufik Purnomo,18,belum menikah,33021,laki-laki,2,0,SMA,clerical work,tidak memiliki rumah sendiri,2
Putri Wibowo,42,sudah menikah,110803,laki-laki,3,1,S3,professional,memiliki rumah sendiri,3
Maya Anggraini,31,sudah menikah,130368,perempuan,1,2,S1,skilled manual work,tidak memiliki rumah sendiri,0
Putri Fauzan,59,sudah menikah,149293,laki-laki,1,3,Post-graduate,clerical work,memiliki rumah sendiri,3
Dewi Wibowo,18,sudah menikah,27835,laki-laki,2,2,S3,unskilled manual work,memiliki rumah sendiri,1
Kartini Purnomo,65,sudah menikah,30242,perempuan,4,0,Post-graduate,professional,tidak memiliki rumah sendiri,1
Kartini Wibowo,21,belum menikah,40868,laki-laki,2,2,Post-graduate,unskilled manual work,memiliki rumah sendiri,2
Putri Fauzan,38,sudah menikah,87269,laki-laki,2,5,S2,sales,tidak memiliki rumah sendiri,2
Kartini Pratama,42,sudah menikah,78797,laki-laki,5,0,S1,skilled manual work,tidak memiliki rumah sendiri,0
Nina Mahendra,30,sudah menikah,56314,laki-laki,0,3,S3,unskilled manual work,tidak memiliki rumah sendiri,2
Maya Wibowo,49,sudah menikah,52479,laki-laki,1,0,Post-graduate,professional,memiliki rumah sendiri,1
Zainab Muliawan,40,belum menikah,92194,perempuan,0,5,Post-graduate,sales,tidak memiliki rumah sendiri,2
Indra Pratama,62,sudah menikah,143946,perempuan,3,2,S2,skilled manual work,memiliki rumah sendiri,3
Cahyadi Rachman,45,belum menikah,64965,laki-laki,3,2,S1,unskilled manual work,memiliki rumah sendiri,1
Gita Hidayat,24,sudah menikah,131847,laki-laki,5,2,S2,skilled manual work,tidak memiliki rumah sendiri,3
Budi Wahyuni,57,sudah menikah,65740,perempuan,3,2,S1,skilled manual work,tidak memiliki rumah sendiri,3
Eko Hidayat,23,sudah menikah,34247,laki-laki,1,2,S2,skilled manual work,tidak memiliki rumah sendiri,3
Maya Santoso,25,sudah menikah,38469,perempuan,5,0,S1,clerical work,memiliki rumah sendiri,3
Dewi Mahendra,33,sudah menikah,115955,laki-laki,1,0,S1,sales,tidak memiliki rumah sendiri,3
Maya Saputra,46,sudah menikah,37649,perempuan,1,1,Post-graduate,professional,tidak memiliki rumah sendiri,1
Joko Fauzan,44,sudah menikah,28119,laki-laki,2,0,S1,professional,tidak memiliki rumah sendiri,0
Wati Hidayat,49,sudah menikah,64698,laki-laki,2,1,S1,unskilled manual work,tidak memiliki rumah sendiri,1
Joko Sari,57,belum menikah,54392,laki-laki,1,0,S3,management,tidak memiliki rumah sendiri,0
Agus Saputra,52,sudah menikah,124633,perempuan,5,1,S3,unskilled manual work,memiliki rumah sendiri,1
Rizki Fauzan,44,sudah menikah,142181,laki-laki,0,1,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Indra Anggraini,69,belum menikah,83263,perempuan,4,5,S2,unskilled manual work,memiliki rumah sendiri,1
Dewi Utomo,20,sudah menikah,38910,laki-laki,0,3,SMA,clerical work,memiliki rumah sendiri,3
Kartini Putra,21,sudah menikah,111726,laki-laki,5,4,S1,management,memiliki rumah sendiri,0
Hadi Muliawan,20,belum menikah,55808,perempuan,3,2,Post-graduate,management,memiliki rumah sendiri,0
Nina Utomo,40,sudah menikah,77899,laki-laki,5,0,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,3
Cahyadi Wahyuni,31,belum menikah,139948,laki-laki,3,0,S2,management,memiliki rumah sendiri,1
Usman Anggraini,29,sudah menikah,87559,perempuan,2,0,SMA,skilled manual work,tidak memiliki rumah sendiri,0
Budi Haryanto,38,belum menikah,45744,perempuan,1,0,S2,sales,tidak memiliki rumah sendiri,1
Maya Haryanto,54,sudah menikah,49095,perempuan,1,3,SMA,skilled manual work,memiliki rumah sendiri,0
Budi Wijaya,66,sudah menikah,119693,perempuan,2,1,S1,clerical work,memiliki rumah sendiri,2
Cahyadi Fauzan,52,sudah menikah,104019,perempuan,4,0,Post-graduate,sales,tidak memiliki rumah sendiri,0
Agus Utomo,44,belum menikah,103937,perempuan,0,0,SMA,clerical work,memiliki rumah sendiri,3
Vina Hakim,22,belum menikah,49723,perempuan,1,4,S1,skilled manual work,tidak memiliki rumah sendiri,0
Joko Saputra,65,belum menikah,49789,perempuan,5,0,S1,clerical work,tidak memiliki rumah sendiri,3
Maya Pratama,52,sudah menikah,72045,perempuan,0,2,S2,sales,tidak memiliki rumah sendiri,2
Vina Hakim,54,belum menikah,41810,perempuan,3,0,S3,management,memiliki rumah sendiri,3
Taufik Saputra,38,sudah menikah,48805,perempuan,2,0,S1,management,tidak memiliki rumah sendiri,1
Rizki Sari,44,belum menikah,59524,laki-laki,1,2,SMA,unskilled manual work,memiliki rumah sendiri,0
Taufik Santoso,56,belum menikah,23790,laki-laki,0,0,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,2
Fitri Purnomo,21,belum menikah,133900,laki-laki,3,3,S1,unskilled manual work,tidak memiliki rumah sendiri,2
Hadi Wibowo,28,sudah menikah,130301,laki-laki,5,5,Post-graduate,management,memiliki rumah sendiri,3
Putri Saputra,57,belum menikah,50471,perempuan,3,3,Post-graduate,skilled manual work,memiliki rumah sendiri,1
Kartini Mahendra,31,belum menikah,68454,perempuan,3,2,S1,sales,memiliki rumah sendiri,2
Agus Mahendra,30,belum menikah,46631,laki-laki,2,2,S3,skilled manual work,tidak memiliki rumah sendiri,3
Hadi Mahendra,34,sudah menikah,65701,perempuan,0,0,S1,skilled manual work,tidak memiliki rumah sendiri,1
Zainab Pratama,28,sudah menikah,99088,perempuan,5,0,S1,skilled manual work,tidak memiliki rumah sendiri,1
Indra Rachman,58,belum menikah,70611,perempuan,5,1,SMA,skilled manual work,tidak memiliki rumah sendiri,2
Vina Santoso,43,belum menikah,76491,laki-laki,4,1,SMA,sales,tidak memiliki rumah sendiri,1
Lina Mahendra,58,sudah menikah,79630,laki-laki,1,0,S3,clerical work,tidak memiliki rumah sendiri,0
Wati Pratama,19,sudah menikah,30037,laki-laki,5,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,1
Dewi Sari,55,belum menikah,87337,laki-laki,2,0,S2,professional,memiliki rumah sendiri,3
Lina Anggraini,25,sudah menikah,53485,perempuan,2,0,SMA,clerical work,tidak memiliki rumah sendiri,2
Kartini Saputra,44,sudah menikah,52138,laki-laki,1,0,Post-graduate,sales,tidak memiliki rumah sendiri,3
Zainab Rachman,61,sudah menikah,42400,perempuan,4,3,SMA,professional,memiliki rumah sendiri,1
Vina Wahyuni,47,belum menikah,106889,perempuan,5,2,S1,unskilled manual work,memiliki rumah sendiri,1
Nina Muliawan,58,belum menikah,25244,perempuan,4,2,S2,skilled manual work,memiliki rumah sendiri,0
Zainab Santoso,24,sudah menikah,95007,perempuan,0,4,SMA,skilled manual work,tidak memiliki rumah sendiri,0
Joko Utomo,61,belum menikah,100132,laki-laki,1,2,S2,sales,memiliki rumah sendiri,0
Zainab Pratama,21,sudah menikah,78948,laki-laki,1,0,SMA,professional,memiliki rumah sendiri,3
Taufik Utomo,32,sudah menikah,89056,laki-laki,3,2,S2,sales,tidak memiliki rumah sendiri,2
Maya Wijaya,29,belum menikah,107804,perempuan,1,0,S3,professional,tidak memiliki rumah sendiri,3
Putri Wijaya,50,belum menikah,105826,perempuan,2,0,S2,professional,memiliki rumah sendiri,3
Putri Anggraini,25,belum menikah,92549,laki-laki,3,0,S2,professional,memiliki rumah sendiri,2
Budi Muliawan,58,sudah menikah,119535,laki-laki,2,0,Post-graduate,management,memiliki rumah sendiri,0
Yusuf Mahendra,31,sudah menikah,132087,laki-laki,3,0,S1,skilled manual work,tidak memiliki rumah sendiri,0
Eko Wijaya,29,sudah menikah,108749,laki-laki,1,0,Post-graduate,skilled manual work,memiliki rumah sendiri,2
Maya Purnomo,58,sudah menikah,128170,perempuan,0,0,S1,sales,tidak memiliki rumah sendiri,3
Yusuf Saputra,68,sudah menikah,127783,perempuan,0,3,S1,management,tidak memiliki rumah sendiri,0
Budi Hidayat,58,sudah menikah,113209,perempuan,2,0,S1,skilled manual work,tidak memiliki rumah sendiri,0
Indra Santoso,63,belum menikah,88487,perempuan,1,0,SMA,management,tidak memiliki rumah sendiri,3
Eko Purnomo,58,belum menikah,115695,perempuan,5,2,Post-graduate,clerical work,memiliki rumah sendiri,2
Zainab Muliawan,52,belum menikah,145909,laki-laki,1,0,S1,management,memiliki rumah sendiri,3
Kartini Anggraini,37,sudah menikah,102518,laki-laki,0,0,S1,professional,tidak memiliki rumah sendiri,1
Hadi Setiawan,34,belum menikah,21319,laki-laki,5,0,S1,skilled manual work,tidak memiliki rumah sendiri,3
Gita Setiawan,49,sudah menikah,132102,perempuan,0,0,S3,unskilled manual work,tidak memiliki rumah sendiri,1
Eko Utomo,55,sudah menikah,39400,perempuan,1,0,SMA,skilled manual work,memiliki rumah sendiri,1
Joko Utomo,44,sudah menikah,97656,perempuan,1,0,SMA,clerical work,tidak memiliki rumah sendiri,2
